Статус,Регистрационен №,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Връзка към сайт библиотеки,Телефон,Факс,E-mail,Председател,Секретар
Действащо,1386,"""Нов живот -1919""",СОФИЯ,,СЕЛО ПЕТЪРЧ,"""Васил,Левски"",8,,п.к.2234",000762488,http://bibliobg.com/index.php?act=community&do=detail&hash=55f2b6be0e4ad272e14abb9ee2eabe63278c3013,0888388222,"07116, /20-23",chitalishte.nov.jivot.1919@gmail.com,Таня Николова Георгиева,Силвия Владимирова Миланова
Действащо,1378,"""Христо Ботев -1918""",ВЕЛИКО ТЪРНОВО,,СЕЛО НОВА ВЪРБОВКА,"""Деветнадесета"",6,,п.к.,5169",104067314,http://bibliobg.com/index.php?act=community&do=detail&hash=5ae4aa9ba1fd1128864e9533b18163f633b34c00,"06163, 20, 50, 0888221714",-,nchristobotev1918@abv.bg,Нина Михайлова Николова,Марияна Стефанова Янакиева
Действащо,1375,"""Зора""",ГАБРОВО,,ГРАД ГАБРОВО,"кв.,Дядо,Дянко,",000211093,http://bibliobg.com/index.php?act=community&do=detail&hash=0d5c4f0e6a989585e088886f5f86fcd48cde999d,,-,,Стефан Колев Назъров,-
Действащо,1376,"""Г. С. Раковски 1922""",ЯМБОЛ,,СЕЛО РАЗДЕЛ,п.к.8747,000963199,http://bibliobg.com/index.php?act=community&do=detail&hash=3c12854db5a925142c658d112cbd6c3567a71a94,"04724, 22, 66, 0889623043",-,chitalishte_razdel@abv.bg,Тошко Николов Иванов,Милена Стоянова Колева
Действащо,1374,"""Развитие-1882""",ХАСКОВО,,ГРАД СИМЕОНОВГРАД,"""Търговска"",5,;,п.к.,6490",000893765,http://bibliobg.com/index.php?act=community&do=detail&hash=95aa0b6f5c9fdd87732e1f3b1ff794d0d312b1f5,"037813182, 0886074761",-,razvitie_simgr@abv.bg,Стоян Генчев Кунчев,Ваня Петрова Стаменова
Действащо,1377,"""Пробуда -1936""",ТЪРГОВИЩЕ,,СЕЛО БОЖУРКА,"""Александър,Стамболийски,"",8,,п.к.7765",000868153,http://bibliobg.com/index.php?act=community&do=detail&hash=860394c0fcdc7b2c027a42a89ee8d35710d0f2e6,0894629138,-,nerie@abv.bg,Ердинч Акиф Халил,Неврие Идризова Ереджебова
Действащо,1373,"""Просвета-1899""",ВРАЦА,,СЕЛО КРУШОВИЦА,"""Васил,Воденичарски,17,,п.к.3349",000184721,http://bibliobg.com/index.php?act=community&do=detail&hash=789c87ca0d5460e6ad9727efcdea803209a44a0b,"0878, 584320, 08783510",-,prosvetakr@abv.bg,Цветанка Кирилова Дамянова,Соня Тошкова Георгиева
Действащо,1372,"""Колката""",ВРАЦА,,СЕЛО ЛЮТИБРОД,"""Генерал,Иван,Кинов"",3,,п.к.3159",000184835,http://bibliobg.com/index.php?act=community&do=detail&hash=08af9ccd7834e4464b8bd3869c4edee90741e4e5,"0885, 983284, 0897, 298830",-,kolkata_1925@abv.bg,Кръстинка Атанасова Караджова,Павлина Василева Спагаку
Действащо,1371,"""Гоцо Николов-1960""",МОНТАНА,,СЕЛО МАДАН,"“Гоцо,Николов”,1,,п.к.3448",000312879,http://bibliobg.com/index.php?act=community&do=detail&hash=31550b72f5329d1cd291e37c533078cc086c33c8,"0885226673, 0886959221",-,goconikolov.madan@gmail.com,Румен Йорданов Синьовски,Диляна Красимирова Христова
Действащо,1369,"""Св.Св. Кирил и Методий-1922""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"бул,""Европа"",20;,район,Връбница"",кв.,Модерно,предградие,п.к.1360",000671298,http://bibliobg.com/index.php?act=community&do=detail&hash=5e3dc6ee9aab01c3b1993fe6aec7488d0bf0bbaa,"02, 8269245",-,kim_evropa20@abv.bg,Дария Йорданова Михалкова,Румяна Горанова Калчева
Действащо,1370,"""Просвета-1928""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""Ефрем,Чучков"",1,р-н,""Връбница"",,кв.,Обеля,п.к.1387",000671355,http://bibliobg.com/index.php?act=community&do=detail&hash=7f87d57ea00794c40e0c09ff41047cbe3d5ec459,"02, 934, 67, 70",,prosveta_obelia@abv.bg,Милена Александрова Александрова,Евдокия Богданова Тодорова
Действащо,1367,"""Надежда 1883""",ВЕЛИКО ТЪРНОВО,,СЕЛО ПОЛСКИ СЕНОВЕЦ,"Площад,-,център,1,,п.к.5193,",104064389,http://bibliobg.com/index.php?act=community&do=detail&hash=ec64a3ebe42b979b97c3a0f69e88592a37016602,0878659310,-,chitalishte_nadejda@abv.bg,Бонка Георгиева Галунова,Николинка Недева Камбурова
Действащо,1368,"""Нравственост 1904""",ВЕЛИКО ТЪРНОВО,,СЕЛО КУЦИНА,"п.к.,5189",104064026,http://bibliobg.com/index.php?act=community&do=detail&hash=9bdd88186beaab16f65b537da47a1c042bbd696f,"06149, 3311, 0888655862, 0878659299",-,conka9@abv.bg,Николина Величкова Кръстева,Цонка Маринова Илиева
Действащо,1366,"""Просвета-Разпоповци-1881""",ВЕЛИКО ТЪРНОВО,,ГРАД ЕЛЕНА,"""Разпоповци""38,,п.к.5070",000124966,http://bibliobg.com/index.php?act=community&do=detail&hash=dee239933e3ec27b8c01636be360e1944ad27965,0878649632,-,prosveta_razpopovci_1881@abv.bg,Иван Димитров Минчев,София Николова Георгиева
Действащо,1361,"""Отец Паисий 1905""",ВЕЛИКО ТЪРНОВО,,ГРАД ПОЛСКИ ТРЪМБЕШ,"""Търговска"",94,,п.к.5180,",104066810,http://bibliobg.com/index.php?act=community&do=detail&hash=a30aa36cabaeec404ca4ee76a39ef7591ab872db,0878659326,-,chitalishte_ptrambesh@abv.bg,Нелушка Асенова Миновска,Горица Пантева Дончева
Действащо,1365,"""Възпитател -1915""",ВЕЛИКО ТЪРНОВО,,СЕЛО ОРЛОВЕЦ,"п.к.,5187",104064962,http://bibliobg.com/index.php?act=community&do=detail&hash=5602b8df38b618bb40569c9f2f82a6f8f39e18a8,0876735574,-,vazpitatel_1915@abv.bg,Пенка Ангелова Илиева,Йоанна Йорданова
Действащо,1360,"""Мита Стойчева 1900""",ВЕЛИКО ТЪРНОВО,,СЕЛО ОБЕДИНЕНИЕ,"""Първа"",44,,п.к.,5195",104064396,http://bibliobg.com/index.php?act=community&do=detail&hash=9dbd96d6d4d9304ec0542a0b269a2addda0d7a00,0878597075,-,avliga_pee@abv.bg,Надка Георгиева Тодорова,Снежанка Колева Йорданова
Действащо,1359,"""Пробуда-Каранци 1897""",ВЕЛИКО ТЪРНОВО,,СЕЛО КАРАНЦИ,"сграда,243,,п.к.,5188",104064987,http://bibliobg.com/index.php?act=community&do=detail&hash=009816ad46b93d9796baefc541560188a1ab6c9c,0878659311,-,probudakaranci@abv.bg,Веселина Кънева Генова,Галя Христова Велизарова
Действащо,1358,"""Светлина 1883""",ВЕЛИКО ТЪРНОВО,,СЕЛО РАДАНОВО,"""Първа""1,п.к.,5185",104064827,http://bibliobg.com/index.php?act=community&do=detail&hash=dbfd0e757bf909077c978b5e6656785ffed43ae1,0878190708,-,svetlina_radanovo@abv.bg,Виолета Йорданова Маринова,Антония Недкова Хайдарова
Действащо,1357,"""Заря -1883""",ВЕЛИКО ТЪРНОВО,,СЕЛО ДОЛНА ЛИПНИЦА,"""Втора"",5,,п.к.,5226",104064357,http://bibliobg.com/index.php?act=community&do=detail&hash=8e6f6f3f95b0f3cf3624653d0041507ec0dd193e,"06144, 2681",-,ruseva64@abv.bg,Цветан Любенов Горсов,Росица Русева Филипова
Действащо,1356,"""Просвета 1898 -Страхилово""",ВЕЛИКО ТЪРНОВО,,СЕЛО СТРАХИЛОВО,"пл.,""Пет"",4,,п.к.5190",104065797,http://bibliobg.com/index.php?act=community&do=detail&hash=5a2b569e48571594cafd07c5ddde0f5fa604bbd7,"0878659313, 0899805555",-,"prosveta_1898@abv.bg, milena_mincheva59@abv.bg",Милен Михайлов Михов,Милена Алексиева Минчева
Действащо,1355,Пробуда,ВЕЛИКО ТЪРНОВО,,СЕЛО ВЪРЗУЛИЦА,"с.Вързулица,5191",104064154,http://bibliobg.com/index.php?act=community&do=detail&hash=821d2e3ddaae8751161f1bc50dc9cbfd594b74bd,"06143, 2102",-,,Генчо Тодоров Йорданов,Тотка Кирова
Действащо,1353,"""Съединение - 1885""",ВЕЛИКО ТЪРНОВО,,СЕЛО КЛИМЕНТОВО,"""Иван,Аврамов"",27,,п.к.5183",104064813,http://bibliobg.com/index.php?act=community&do=detail&hash=6e580ab33d061f45bcf23f7436e5712dee974e7b,0878659301,-,mariiana_2@abv.bg,Марияна Венелинова Георгиева,Марияна Димитрова Симеонова
Действащо,1354,"""Изгрев-1900""",ВЕЛИКО ТЪРНОВО,,СЕЛО ПАВЕЛ,"""Осемнадесета"",13,,п.к.5197",104064161,http://bibliobg.com/index.php?act=community&do=detail&hash=a8c5929d0f26ef4d69fd5939805d46990f8cc937,"0886137559, 0886369045",-,izgrev_1900@abv.bg,Катя Стоянова Стамова,Надежда Веселинова Димитрова
Действащо,1351,"""Светлина-1927""",СОФИЯ,,СЕЛО АПРИЛОВО,"""Първа"",18,,п.к.2128",000761112,http://bibliobg.com/index.php?act=community&do=detail&hash=79e61a980f4ca2a7e04fb7cfdb9f3553d4efa74b,"07159, 23, 58, 0876736814",-,n4svetlina1927@abv.bg,Тинка Проданова Иванова,Цветелина Валентинова Апостолова
Действащо,1347,"""Христо Ботев 1927 - Бохот""",ПЛЕВЕН,,СЕЛО БОХОТ,"""Александър,Стамболийски"",31,,п.к.5891",000404021,http://bibliobg.com/index.php?act=community&do=detail&hash=742e6b5d882eb466ea6277490e9e5bf0be26e619,0882997954,-,galia_hristova74@abv.bg,Ваня Петкова Иванова,Галя Цветанова Христова
Действащо,1348,"""Съзнание 1925""",СОФИЯ,,СЕЛО БЕЛОПОПЦИ,п.к.2132,000761137,http://bibliobg.com/index.php?act=community&do=detail&hash=4e9bf787c1745f691a01ff8254b3683c5210d16d,"071504, 217, 0879197080",-,nc_suznanieto@abv.bg,Стефка Иванова Минчева,Мариана Стефанова Балабанова
Действащо,1352,"""Елин Пелин -1922""",СОФИЯ,,СЕЛО БАЙЛОВО,п.к.2133,000761201,http://bibliobg.com/index.php?act=community&do=detail&hash=9222e68da251fb0626cf3d498bccabcbfe47f4e8,"071504, 238, 0876734728",-,"chitalishte.bailovo@abv.bg, ili_ilieva_87@abv.bg",Михаил Дамянов Михайлов,Илиана Димитрова Илиева
Действащо,1350,"""Никола Василев Ракитин -1890""",СОФИЯ,,СЕЛО ТРУДОВЕЦ,"""Цар,Симеон"",10,,п.к.2160,",000760786,http://bibliobg.com/index.php?act=community&do=detail&hash=19ef29846875c0426ab3a4771fb39a0b2810a87a,"07135, 2198",-,rakitin_tr@abv.bg,Маргарита Никифорова Стаменова,Ваня Драганова Иванова
Действащо,1346,"""Св.Св. Кирил и Методий 1937""",СЛИВЕН,,СЕЛО БОРОВ ДОЛ,п.к.8898,119074300,http://bibliobg.com/index.php?act=community&do=detail&hash=7dd946d455a2c8603c7da27864f7246cbc64702f,"04597, 213",-,hrzinova_75@abv.bg,Ивелина Станчева Димова,Христинка Стоянова Зинова
Действащо,1345,"""Методий Драгинов-1936 г.""",ПАЗАРДЖИК,,СЕЛО ДРАГИНОВО,"""Иван,Вазов"",1,,п.к.4642",000343695,http://bibliobg.com/index.php?act=community&do=detail&hash=d5337c5107a8b0e256cf87e1fca3772bf74a83a2,"03545, 23, 28, 0898, 39, 21, 50",-,art_centerdr@abv.bg,Мехмед Мехмедов Атипов,Мильо Кепчелев
Действащо,1344,"""Назъм Хикмет-1959 г.""",РАЗГРАД,,СЕЛО КЪПИНОВЦИ,"""Лудогорие"",25,,п.к.7434",000499845,http://bibliobg.com/index.php?act=community&do=detail&hash=95470c13c6f185240a94868f58daee751b8ca3ec,0894978086,,nazimhikmet_kipinovci@abv.bg,Ариф Васви Ахмед,Бедрие Бюрхан Шакир
Действащо,1343,"""Светлина-1928""",РУСЕ,,СЕЛО ХОТАНЦА,"""Св.Св.Кирил,и,Методий"",2,,п.к.7054",117056452,http://bibliobg.com/index.php?act=community&do=detail&hash=e622e85037518fafec4045f88d696362695ed8ca,0896736755,-,chitaliste_hotanca@abv.bg,Венета Димитрова Недева,Надя Георгиева Спасова
Действащо,1342,"""Отец Паисий -1930""",ПАЗАРДЖИК,,СЕЛО ВЕЛИЧКОВО,"""Пета"",6,,п.к.4413",000343390,http://bibliobg.com/index.php?act=community&do=detail&hash=67196de6c4c48a7fdf85096427b859e9ddea342d,0894656915,-,chitali6te_velichkovo@abv.bg,Емилия Сотирова Апостолова,Соня Борисова Консулова
Действащо,1340,"""Напредък-1903""",ТЪРГОВИЩЕ,,СЕЛО ДРАЛФА,"""Бояна"",10,,п.к.7782",000868491,http://bibliobg.com/index.php?act=community&do=detail&hash=abeff01361806bbe2beff1d4ea26b9a417478f2b,"0894343137, 0885736120",-,chitalishte_dralfa@abv.bg,Радка Колева Кършелова,Мелис Севджан Ахмедова
Действащо,1339,Напредък,ТЪРГОВИЩЕ,,СЕЛО КОПРЕЦ,,,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,Юксел Алиев Хасанов,
Действащо,1338,Рома-1956,СОФИЯ-ГРАД,,ГРАД СОФИЯ,"р-н,""Люлин"",,кв.,""Филиповци""",121667188,http://bibliobg.com/index.php?act=community&do=detail&hash=43c101ff626a6e954169739e695f83e48419e7db,0884456435,-,roma_1956@abv.bg,Мирослав Стефанов Колев,Александър Мирославов Колев
Действащо,1337,"""Пробуда-1928""",СЛИВЕН,,СЕЛО ОРИЗАРИ,"""Георги,Димитров"",20,,п.к.8893",000583948,http://bibliobg.com/index.php?act=community&do=detail&hash=1a8346f143a6b12f8ca154ea12c8f581c7218708,"0454, 2145, 0878129906",-,biblioteka_orizari@abv.bg,Петко Енчев Петков,Галина Денчева Стоянова
Действащо,1333,"""Иванка Терзиева-1927""",СТАРА ЗАГОРА,,СЕЛО БОГОМИЛОВО,"„Ив.,Терзиева”,37,,п.к.6065",000804300,http://bibliobg.com/index.php?act=community&do=detail&hash=9181d6ed78ed3a2d9e31b8f3f4b379e382ff9b3f,"0898304488, 0896610454",meta2002@abv.bg,iv.terzieva@abv.bg,Галина Ганева Рачева,Таня  Колева Стоянова
Действащо,1334,"""Пейо Яворов-1982""",ХАСКОВО,,ГРАД ХАСКОВО,"""Клокотница"",9,,п.к.,6300,",000897176,http://bibliobg.com/index.php?act=community&do=detail&hash=a89e7bf297e5be1434fc557c7fe9cd7d8aee4f3e,"038, 581057, 0878530566",-,chitali6e_yavorov@abv.bg,Иво Тодоров Иванов,Росица Пенева Димова
Действащо,1335,"""Христо Ботев 29""",ВРАЦА,,СЕЛО ВОЙВОДОВО,"""Христо,Ботев"",14",000184319,http://bibliobg.com/index.php?act=community&do=detail&hash=7af32b2ec82ba72ce7c7913658232b6a90362e50,0885305740,,stefka_987@abv.bg,Анка Савова Бонева,Валентина Борисова
