Номер,Линк,Име на читалище,Град/село,Община,Област
522,?act=community&do=detail&id=479&reg_num=522,Отец Паисий -1931,СЕЛО ГРАДИЩЕ,ШУМЕН,ШУМЕН
523,?act=community&do=detail&id=480&reg_num=523,Христо Ботев-1929 г.,СЕЛО ДРУМЕВО,ШУМЕН,ШУМЕН
524,?act=community&do=detail&id=481&reg_num=524,Добри Люцканов -1912,СЕЛО ВАСИЛ ДРУМЕВ,ШУМЕН,ШУМЕН
525,?act=community&do=detail&id=482&reg_num=525,Паисий Хилендарски -1927,СЕЛО ЧЕРЕНЧА,ШУМЕН,ШУМЕН
526,?act=community&do=detail&id=483&reg_num=526,Просвета -1946,СЕЛО ПЛОДОВИТОВО,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
527,?act=community&do=detail&id=484&reg_num=527,Христо Ботев-1927 год.,СЕЛО ЧЕРНА ГОРА,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
528,?act=community&do=detail&id=485&reg_num=528,Пробуда-1958,ГРАД ШУМЕН,ШУМЕН,ШУМЕН
529,?act=community&do=detail&id=3177&reg_num=529,Груди Филипов -1940 година,СЕЛО БОЖУРОВО,ДОБРИЧКА,ДОБРИЧ
530,?act=community&do=detail&id=486&reg_num=530,Васил Левски -1920,СЕЛО БЛАЖИЕВО,БОБОШЕВО,КЮСТЕНДИЛ
531,?act=community&do=detail&id=487&reg_num=531,Светлина,ГРАД ПЪРВОМАЙ,ПЪРВОМАЙ,ПЛОВДИВ
532,?act=community&do=detail&id=488&reg_num=532,Отец Паисий -1926 г.,СЕЛО НИКОЛОВО,ХАСКОВО,ХАСКОВО
533,?act=community&do=detail&id=489&reg_num=533,Зора -1990,СЕЛО ПОБЕДА,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
534,?act=community&do=detail&id=490&reg_num=534,Пробуда 1928г.,СЕЛО ЯБЪЛЧЕВО,РУЕН,БУРГАС
481,?act=community&do=detail&id=442&reg_num=481,Родопска искра 1880,ГРАД ЧЕПЕЛАРЕ,ЧЕПЕЛАРЕ,СМОЛЯН
482,?act=community&do=detail&id=2894&reg_num=482,Светлина -1941г.,СЕЛО ВЕДРИНА,ДОБРИЧКА,ДОБРИЧ
483,?act=community&do=detail&id=443&reg_num=483,Будилник -1903,СЕЛО СУСАМ,МИНЕРАЛНИ БАНИ,ХАСКОВО
484,?act=community&do=detail&id=2895&reg_num=484,Виделина -1927г.,СЕЛО ВЕСЕЛИЕ,ПРИМОРСКО,БУРГАС
485,?act=community&do=detail&id=444&reg_num=485,Надежда-1901,СЕЛО ГРАДИНАРОВО,ПРОВАДИЯ,ВАРНА
486,?act=community&do=detail&id=445&reg_num=486,Изгрев 1900-Книжовник,СЕЛО КНИЖОВНИК,ХАСКОВО,ХАСКОВО
487,?act=community&do=detail&id=446&reg_num=487,Пробуда-1922 г.,СЕЛО ДРАГИЧЕВО,ПЕРНИК,ПЕРНИК
488,?act=community&do=detail&id=3340&reg_num=488,"Национално читалище на слепите ""Луи Брайл 1928",ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
489,?act=community&do=detail&id=447&reg_num=489,Просвета -1922 г. с. Бегуновци,СЕЛО БЕГУНОВЦИ,БРЕЗНИК,ПЕРНИК
490,?act=community&do=detail&id=448&reg_num=490,Надежда-1926,СЕЛО ГОВЕДАРЕ,ПАЗАРДЖИК,ПАЗАРДЖИК
491,?act=community&do=detail&id=449&reg_num=491,Искър 1928,СЕЛО ИСКЪР,ГУЛЯНЦИ,ПЛЕВЕН
492,?act=community&do=detail&id=450&reg_num=492,Георги Сава Раковски -1934,СЕЛО ЛЮБЧА,ДОСПАТ,СМОЛЯН
494,?act=community&do=detail&id=451&reg_num=494,Искра-1928г.,СЕЛО ЦАР САМУИЛ,ТУТРАКАН,СИЛИСТРА
441,?act=community&do=detail&id=404&reg_num=441,Развитие-1903,СЕЛО БЛЪСКОВО,ПРОВАДИЯ,ВАРНА
442,?act=community&do=detail&id=405&reg_num=442,Зора-1930,СЕЛО ТРЕМ,ХИТРИНО,ШУМЕН
443,?act=community&do=detail&id=406&reg_num=443,Н.Й.Вапцаров -1929,СЕЛО КАРАВЕЛОВО,ТУНДЖА,ЯМБОЛ
444,?act=community&do=detail&id=407&reg_num=444,Отец Паисий-1906,СЕЛО РАКИТНИЦА,СТАРА ЗАГОРА,СТАРА ЗАГОРА
445,?act=community&do=detail&id=408&reg_num=445,Св.Св.Кирил и Методий-1929 год.,СЕЛО ИСПЕРИХОВО,БРАЦИГОВО,ПАЗАРДЖИК
446,?act=community&do=detail&id=409&reg_num=446,Съгласие 1895,СЕЛО СТЕЖЕРОВО,ЛЕВСКИ,ПЛЕВЕН
447,?act=community&do=detail&id=410&reg_num=447,Св.Св.Кирил и Методий 1966-Силистра,ГРАД СИЛИСТРА,СИЛИСТРА,СИЛИСТРА
448,?act=community&do=detail&id=411&reg_num=448,Доростол-1870г.,ГРАД СИЛИСТРА,СИЛИСТРА,СИЛИСТРА
449,?act=community&do=detail&id=412&reg_num=449,Светлина-1906-Смилец,СЕЛО СМИЛЕЦ,СИЛИСТРА,СИЛИСТРА
450,?act=community&do=detail&id=413&reg_num=450,Иван Вазов-1941,СЕЛО СРАЦИМИР,СИЛИСТРА,СИЛИСТРА
451,?act=community&do=detail&id=414&reg_num=451,Самообразование -1942 г.,СЕЛО ЙОРДАНОВО,СИЛИСТРА,СИЛИСТРА
452,?act=community&do=detail&id=415&reg_num=452,Възраждане-1940,СЕЛО СРЕБЪРНА,СИЛИСТРА,СИЛИСТРА
401,?act=community&do=detail&id=365&reg_num=401,Пробуда -1929 г.- с. Строево,СЕЛО СТРОЕВО,МАРИЦА,ПЛОВДИВ
402,?act=community&do=detail&id=366&reg_num=402,Изгрев-1927 г.-с.Граф Игнатиево,СЕЛО ГРАФ ИГНАТИЕВО,МАРИЦА,ПЛОВДИВ
403,?act=community&do=detail&id=367&reg_num=403,Никола Вапцаров -1928 г.-с.Костиево,СЕЛО КОСТИЕВО,МАРИЦА,ПЛОВДИВ
404,?act=community&do=detail&id=368&reg_num=404,Просвета -1964 с. Крислово,СЕЛО КРИСЛОВО,МАРИЦА,ПЛОВДИВ
405,?act=community&do=detail&id=369&reg_num=405,Никола Йонков Вапцаров -1936,СЕЛО ХВОЙНА,ЧЕПЕЛАРЕ,СМОЛЯН
406,?act=community&do=detail&id=370&reg_num=406,Развитие-1903,СЕЛО СЛАВЯНОВО,ХАРМАНЛИ,ХАСКОВО
407,?act=community&do=detail&id=371&reg_num=407,Петко Маналов-1932,СЕЛО ДОЛНО ИЗВОРОВО,КАЗАНЛЪК,СТАРА ЗАГОРА
408,?act=community&do=detail&id=372&reg_num=408,Народно читалище Христо Ботев 1924-Брегаре,СЕЛО БРЕГАРЕ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
409,?act=community&do=detail&id=373&reg_num=409,Просвета-1928,СЕЛО МОМИНА КЛИСУРА,БЕЛОВО,ПАЗАРДЖИК
410,?act=community&do=detail&id=374&reg_num=410,Св.Св.Кирил и Методий-1923,СЕЛО НОВО СЕЛО,СТАМБОЛИЙСКИ,ПЛОВДИВ
411,?act=community&do=detail&id=375&reg_num=411,Съзнание -1907,ГРАД ПОПОВО,ПОПОВО,ТЪРГОВИЩЕ
412,?act=community&do=detail&id=376&reg_num=412,Н.Й. Вапцаров 1968,СЕЛО СЛИВАК,ХИТРИНО,ШУМЕН
413,?act=community&do=detail&id=2891&reg_num=413,Иван Вазов-1881г.,СЕЛО ДОЛНО САХРАНЕ,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
361,?act=community&do=detail&id=326&reg_num=361,Искра-1927 г.,СЕЛО ВРЕСОВО,РУЕН,БУРГАС
362,?act=community&do=detail&id=327&reg_num=362,Проф.д-р Асен Златаров-1927,СЕЛО СМИЛЯН,СМОЛЯН,СМОЛЯН
363,?act=community&do=detail&id=328&reg_num=363,Искра -1960 г.,ГРАД ПЕРНИК,ПЕРНИК,ПЕРНИК
364,?act=community&do=detail&id=329&reg_num=364,Напредък 1928,СЕЛО ДОЛНО АБЛАНОВО,РУСЕ,РУСЕ
365,?act=community&do=detail&id=330&reg_num=365,Св.Св.Кирил и Методий-1897,СЕЛО ПЧЕЛАРОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
366,?act=community&do=detail&id=331&reg_num=366,Просвета-1921 г.,СЕЛО ДАМЯНИЦА,САНДАНСКИ,БЛАГОЕВГРАД
367,?act=community&do=detail&id=332&reg_num=367,България-1937,СЕЛО МОГИЛИЦА,СМОЛЯН,СМОЛЯН
368,?act=community&do=detail&id=333&reg_num=368,Зора-1887,СЕЛО ГОРНА ЛИПНИЦА,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
369,?act=community&do=detail&id=334&reg_num=369,Христо Ботев - 1938,СЕЛО ЗАБЪРДО,ЧЕПЕЛАРЕ,СМОЛЯН
370,?act=community&do=detail&id=335&reg_num=370,Захари Стоянов -1937,ГРАД РУСЕ,РУСЕ,РУСЕ
371,?act=community&do=detail&id=336&reg_num=371,Михаил Захариев-1909 г.,СЕЛО МАНОЛОВО,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
372,?act=community&do=detail&id=337&reg_num=372,Христо Смирненски 1925 г.,СЕЛО ЧЕРНИ ВИТ,ТЕТЕВЕН,ЛОВЕЧ
373,?act=community&do=detail&id=338&reg_num=373,Напредък,СЕЛО КЛОКОТНИЦА,ХАСКОВО,ХАСКОВО
321,?act=community&do=detail&id=288&reg_num=321,"Христо Ботев -1928г. гр.Асеновград,кв. Долни Воден",ГРАД АСЕНОВГРАД,АСЕНОВГРАД,ПЛОВДИВ
322,?act=community&do=detail&id=289&reg_num=322,Христо Ботев -1919 г. с.Избеглии,СЕЛО ИЗБЕГЛИИ,АСЕНОВГРАД,ПЛОВДИВ
323,?act=community&do=detail&id=290&reg_num=323,Възродена Искра-2000,ГРАД КАЗАНЛЪК,КАЗАНЛЪК,СТАРА ЗАГОРА
324,?act=community&do=detail&id=291&reg_num=324,Еленко Ценов-1896 г.,СЕЛО ГОРНО ЦЕРОВЕНЕ,МОНТАНА,МОНТАНА
325,?act=community&do=detail&id=292&reg_num=325,Пробуда -1997,СЕЛО ДИСЕВИЦА,ПЛЕВЕН,ПЛЕВЕН
326,?act=community&do=detail&id=293&reg_num=326,Христо Ботев - с.Добромирци -1952,СЕЛО ДОБРОМИРЦИ,КИРКОВО,КЪРДЖАЛИ
327,?act=community&do=detail&id=294&reg_num=327,Никола Йонков Вапцаров 1927,СЕЛО ДОЛНИ ЦИБЪР,ВЪЛЧЕДРЪМ,МОНТАНА
328,?act=community&do=detail&id=295&reg_num=328,Христо Ботев-1919,СЕЛО ДОЛНО КАМАРЦИ,ГОРНА МАЛИНА,СОФИЯ
329,?act=community&do=detail&id=296&reg_num=329,Мехмед Джон - 1956 г.,СЕЛО ЗАРИЦА,ГЛАВИНИЦА,СИЛИСТРА
330,?act=community&do=detail&id=297&reg_num=330,Пробуда 1914,ГРАД ИВАЙЛОВГРАД,ИВАЙЛОВГРАД,ХАСКОВО
331,?act=community&do=detail&id=298&reg_num=331,Пробуда -1930,СЕЛО ИЗГРЕВ,ВЕНЕЦ,ШУМЕН
332,?act=community&do=detail&id=299&reg_num=332,Светлина-1943,СЕЛО КАЛУГЕРЕНЕ,ГЛАВИНИЦА,СИЛИСТРА
333,?act=community&do=detail&id=300&reg_num=333,Зора 1903 г.,СЕЛО ТЪРНИЧЕНИ,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
281,?act=community&do=detail&id=251&reg_num=281,Просвета -1929 г.,СЕЛО ЛЮЛЯКОВО,РУЕН,БУРГАС
282,?act=community&do=detail&id=252&reg_num=282,Любен Каравелов 1940,ГРАД БУРГАС,БУРГАС,БУРГАС
283,?act=community&do=detail&id=253&reg_num=283,Борис Беров 1903,СЕЛО ТЪЖА,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
284,?act=community&do=detail&id=254&reg_num=284,Иван Вазов 1928,СЕЛО МИЛКОВИЦА,ГУЛЯНЦИ,ПЛЕВЕН
285,?act=community&do=detail&id=255&reg_num=285,Георги Бенковски-1928,СЕЛО ГОРНА ВАСИЛИЦА,КОСТЕНЕЦ,СОФИЯ
286,?act=community&do=detail&id=256&reg_num=286,"Ловчанско читалище ""Наука-1870 г.",ГРАД ЛОВЕЧ,ЛОВЕЧ,ЛОВЕЧ
287,?act=community&do=detail&id=257&reg_num=287,Просвета-1947 г.,ГРАД СЪРНИЦА,СЪРНИЦА,ПАЗАРДЖИК
288,?act=community&do=detail&id=258&reg_num=288,Георги Бенковски1900 г.,СЕЛО ЦЕРОВО,ЛЕСИЧОВО,ПАЗАРДЖИК
289,?act=community&do=detail&id=259&reg_num=289,Стефан Караджа -1941,СЕЛО СТРАЖИЦА,БАЛЧИК,ДОБРИЧ
290,?act=community&do=detail&id=260&reg_num=290,Съзнание-1927 г.,СЕЛО МАРИНКА,БУРГАС,БУРГАС
291,?act=community&do=detail&id=261&reg_num=291,Обнова -1939,СЕЛО БОРИНО,БОРИНО,СМОЛЯН
292,?act=community&do=detail&id=262&reg_num=292,Христо Ботев-1952,СЕЛО СТАРОЗАГОРСКИ БАНИ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
293,?act=community&do=detail&id=263&reg_num=293,Христо Ботев 1914,СЕЛО БОРИСОВО,СЛИВО ПОЛЕ,РУСЕ
241,?act=community&do=detail&id=218&reg_num=241,Христо Смирненски-1925г.-гр.Садово,ГРАД САДОВО,САДОВО,ПЛОВДИВ
242,?act=community&do=detail&id=219&reg_num=242,Пробуда -1914 г.,СЕЛО ДИНКАТА,ЛЕСИЧОВО,ПАЗАРДЖИК
243,?act=community&do=detail&id=220&reg_num=243,Селска пробуда 1896 г.- с.Градина,СЕЛО ГРАДИНА,ПЪРВОМАЙ,ПЛОВДИВ
244,?act=community&do=detail&id=221&reg_num=244,Ангел Кънчев -1901,ГРАД РУСЕ,РУСЕ,РУСЕ
245,?act=community&do=detail&id=222&reg_num=245,Възпитател -1920,СЕЛО ЦАР АСЕН,ПОПОВО,ТЪРГОВИЩЕ
246,?act=community&do=detail&id=2879&reg_num=246,Наука-1884,СЕЛО ЧЕШНЕГИРОВО,САДОВО,ПЛОВДИВ
247,?act=community&do=detail&id=223&reg_num=247,Просвета-1932,СЕЛО БОГДАНИЦА,САДОВО,ПЛОВДИВ
248,?act=community&do=detail&id=224&reg_num=248,Христо Смирненски-1945 г.,СЕЛО ВЪЛКОВО,САНДАНСКИ,БЛАГОЕВГРАД
249,?act=community&do=detail&id=225&reg_num=249,Никола Вапцаров-1946,СЕЛО ЛЕШНИЦА,САНДАНСКИ,БЛАГОЕВГРАД
250,?act=community&do=detail&id=2880&reg_num=250,Заря-1909г.,СЕЛО КОКАЛЯНЕ,СТОЛИЧНА,СОФИЯ-ГРАД
251,?act=community&do=detail&id=2881&reg_num=251,Свети Иван Рилски-1926,СЕЛО ГЕРМАН,СТОЛИЧНА,СОФИЯ-ГРАД
252,?act=community&do=detail&id=226&reg_num=252,Орач-Паскалевец 1898,СЕЛО ПАСКАЛЕВЕЦ,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
535,?act=community&do=detail&id=491&reg_num=535,Кирил и Методий 1965 г.,СЕЛО СОКОЛЕЦ,РУЕН,БУРГАС
536,?act=community&do=detail&id=492&reg_num=536,Христо Ботев -1929,СЕЛО ЦАРЕВА ПОЛЯНА,СТАМБОЛОВО,ХАСКОВО
537,?act=community&do=detail&id=493&reg_num=537,Пробуда -1902,СЕЛО БАЛАНОВО,ДУПНИЦА,КЮСТЕНДИЛ
538,?act=community&do=detail&id=494&reg_num=538,Любен Каравелов -1897,СЕЛО КУРТОВО КОНАРЕ,СТАМБОЛИЙСКИ,ПЛОВДИВ
539,?act=community&do=detail&id=495&reg_num=539,Развитие-1897 г.,ГРАД БРЕГОВО,БРЕГОВО,ВИДИН
540,?act=community&do=detail&id=496&reg_num=540,Златна долина,СЕЛО ГОРНО УЙНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
541,?act=community&do=detail&id=497&reg_num=541,Светлина 1919 г.,СЕЛО СТУДЕНА,ПЕРНИК,ПЕРНИК
542,?act=community&do=detail&id=498&reg_num=542,Пробуда-1930,СЕЛО ГЛАВИНИЦА,ПАЗАРДЖИК,ПАЗАРДЖИК
543,?act=community&do=detail&id=499&reg_num=543,Христо Смирненски 1953г.,СЕЛО СТРУЯ,РУЕН,БУРГАС
544,?act=community&do=detail&id=500&reg_num=544,Светлина -1871,СЕЛО СОВОЛЯНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
545,?act=community&do=detail&id=501&reg_num=545,Отец Паисий-1927 г.,СЕЛО КАРАДЖОВО,САДОВО,ПЛОВДИВ
546,?act=community&do=detail&id=502&reg_num=546,Асен Златаров -1872 г.,ГРАД ШУМЕН,ШУМЕН,ШУМЕН
547,?act=community&do=detail&id=503&reg_num=547,Развитие-1918 г.,СЕЛО ОРЯХОВИЦА,СТАРА ЗАГОРА,СТАРА ЗАГОРА
548,?act=community&do=detail&id=504&reg_num=548,Просвета-1928 г.,СЕЛО БАЛЕЙ,БРЕГОВО,ВИДИН
549,?act=community&do=detail&id=505&reg_num=549,Св.Св.Кирил и Методий-гр. Раковски-1908,ГРАД РАКОВСКИ,РАКОВСКИ,ПЛОВДИВ
550,?act=community&do=detail&id=506&reg_num=550,Пробуждане 1902,СЕЛО ГОРСКО НОВО СЕЛО,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
551,?act=community&do=detail&id=507&reg_num=551,Пробуда,ГРАД ХАСКОВО,ХАСКОВО,ХАСКОВО
552,?act=community&do=detail&id=3178&reg_num=552,Възраждане -1941 г.,СЕЛО ОДРИНЦИ,ДОБРИЧКА,ДОБРИЧ
553,?act=community&do=detail&id=508&reg_num=553,Димитър Благоев-1895г.,СЕЛО РУМЯНЦЕВО,ЛУКОВИТ,ЛОВЕЧ
495,?act=community&do=detail&id=452&reg_num=495,Съзнание-1921,СЕЛО РЪЖЕВО,КАЛОЯНОВО,ПЛОВДИВ
496,?act=community&do=detail&id=453&reg_num=496,Чичо Стоян-1927г.,СЕЛО ДИВОТИНО,ПЕРНИК,ПЕРНИК
497,?act=community&do=detail&id=454&reg_num=497,Светлина,СЕЛО СУХОЗЕМ,КАЛОЯНОВО,ПЛОВДИВ
498,?act=community&do=detail&id=455&reg_num=498,Зора-1903,СЕЛО РАДИЛОВО,ПЕЩЕРА,ПАЗАРДЖИК
499,?act=community&do=detail&id=456&reg_num=499,Ради Хаджиев 1929 г.,СЕЛО РАВНА ГОРА,СОЗОПОЛ,БУРГАС
500,?act=community&do=detail&id=457&reg_num=500,Сергей Румянцев -1909,СЕЛО КАПИТАН ДИМИТРИЕВО,ПЕЩЕРА,ПАЗАРДЖИК
501,?act=community&do=detail&id=458&reg_num=501,Искра -1931,СЕЛО СИМЕОНОВО,ТУНДЖА,ЯМБОЛ
502,?act=community&do=detail&id=459&reg_num=502,Просвета -1946,СЕЛО КАДРОВИЦА,НЕВЕСТИНО,КЮСТЕНДИЛ
503,?act=community&do=detail&id=460&reg_num=503,Развитие-1895г.-с. Брягово,СЕЛО БРЯГОВО,ПЪРВОМАЙ,ПЛОВДИВ
504,?act=community&do=detail&id=461&reg_num=504,Светлина-1957,СЕЛО СТУДЕНИЦА,ХИТРИНО,ШУМЕН
505,?act=community&do=detail&id=462&reg_num=505,Никола Йонков Вапцаров-1903 г.,СЕЛО БЯГА,БРАЦИГОВО,ПАЗАРДЖИК
506,?act=community&do=detail&id=463&reg_num=506,Просвета 1963г.,СЕЛО ПРАВОСЛАВ,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
507,?act=community&do=detail&id=464&reg_num=507,Йосиф Добранов-1933 - с. Житница,СЕЛО ЖИТНИЦА,КАЛОЯНОВО,ПЛОВДИВ
508,?act=community&do=detail&id=465&reg_num=508,Отец Паисий-1938,СЕЛО ДОЛНА МАХАЛА,КАЛОЯНОВО,ПЛОВДИВ
509,?act=community&do=detail&id=466&reg_num=509,Христо Ботев-1905-с.Черноземен,СЕЛО ЧЕРНОЗЕМЕН,КАЛОЯНОВО,ПЛОВДИВ
510,?act=community&do=detail&id=467&reg_num=510,Зора -1956,СЕЛО КУТЕЛА,СМОЛЯН,СМОЛЯН
511,?act=community&do=detail&id=468&reg_num=511,Изгрев-1924г.,СЕЛО ПАНИЧЕРЕВО,ГУРКОВО,СТАРА ЗАГОРА
